game,review,voted_up,playtime_forever
GTA5,good game,True,605
GTA5,good game,True,1005
GTA5,Great game!,True,1309
GTA5,i just love the game,True,3250
GTA5,it is good,True,1617
GTA5,Griefing is fun 😀,True,37359
GTA5,Best game,True,2752
GTA5,lamar makes me want to kill myself,True,1217
GTA5,SOLD DRUGS 10/10,True,772
GTA5,best game,True,36692
GTA5,game is supr,True,1124
GTA5,a greit game,True,1638
GTA5,good game,True,43678
GTA5,great game,True,17926
GTA5,best game,True,13042
GTA5,best game,True,2155
GTA5,best game,True,2354
GTA5,Goated game,True,1873
GTA5,its good,True,30567
GTA5,it s good,True,3965
GTA5,Very addictive,True,13368
GTA5,itz good,True,1760
GTA5,Gud game 👍,True,888
GTA5,very good game,True,3572
GTA5,chill game,True,55627
GTA5,very fun,True,3921
GTA5,best game OAT,True,997
GTA5,good game,True,308
GTA5,love it,True,3603
GTA5,Mod game,True,2294
GTA5,good,True,2280
GTA5,good,True,2845
GTA5,you guys need to buy this game,True,7051
GTA5,good,True,3371
GTA5,Dope game,True,9976
GTA5,this is a W game,True,9799
GTA5,i am fan of this game and i love it,True,2355
GTA5,great game,True,643
GTA5,best game ever,True,1043
GTA5,best game ever,True,7365
GTA5,it is goood,True,317
GTA5,Game is very smooth,True,38334
GTA5,very good game,True,442
GTA5,this is a good game,True,1038
GTA5,amazing game,True,622
GTA5,its fun,True,1176
GTA5,i love this game,True,7051
GTA5,fun and not hard to  make money,True,6458
GTA5,good game,True,1370
GTA5,fun game,True,3898
GTA5,this is beast game,True,8843
GTA5,good game,True,28652
GTA5,its good,True,13233
GTA5,good game,True,39171
GTA5,good buns,True,33533
GTA5,yes its cool...,True,646
GTA5,Really good game,True,4683
GTA5,so good game,True,5764
GTA5,great game,True,3155
GTA5,Its fantastic,True,2468
GTA5,its gta what do you want more,True,7908
GTA5,good game,True,24042
GTA5,good game,True,3609
GTA5,best game,True,7076
GTA5,good game,True,42566
GTA5,good game,True,770
GTA5,W game,True,55768
GTA5,Awesome game,True,8226
GTA5,fun game,True,562
GTA5,BES GAME IN THE WORLD GTA 5,True,7258
GTA5,guud game,True,2690
GTA5,good,True,242
GTA5,very good game,True,1528
GTA5,great game,True,1322
GTA5,great game,True,4101
GTA5,Best game,True,54472
GTA5,GAme never gets old lol .,True,3518
GTA5,best game,True,127219
GTA5,good game,True,5086
GTA5,good game,True,6844
GTA5,its gurrr,True,2703
GTA5,good game,True,2950
GTA5,best game,True,5554
GTA5,Great game,True,3056
GTA5,nice game,True,36790
GTA5,my fav game,True,8520
GTA5,good,True,7767
GTA5,good game,True,4565
GTA5,yes its fun,True,3280
GTA5,absolute cinema.,True,3678
GTA5,game is so good,True,3277
GTA5,Very very fun,True,1696
GTA5,good,True,4123
GTA5,good game,True,134
GTA5,Loved the story and Game play,True,5205
GTA5,Good game,True,2062
GTA5,best game,True,2661
GTA5,Very Good Game Detail 10/10,True,4128
GTA5,good game,True,140953
GTA5,Good game,True,23389
GTA5,online is good besides hackers sometimes,True,1043
GTA5,älskar o bomba migge,True,17782
GTA5,fun as bun,True,5825
GTA5,good game,True,44958
GTA5,very bad game,False,52755
GTA5,good,True,984
GTA5,good,True,2283
GTA5,good game,True,10689
GTA5,good,True,38173
GTA5,NICE to play this game,True,3925
GTA5,Loving it.,True,7059
GTA5,good,True,5369
GTA5,its fun,True,1450
GTA5,i think u should give it a try before dying,True,1418
GTA5,its good i guess,True,10271
GTA5,♥♥♥♥ game,False,17
GTA5,good,True,95824
GTA5,its great,True,10546
GTA5,best game ever,True,1557
GTA5,"i cant play with linux on line , i will not buy gta6",False,2685
GTA5,best game,True,18407
GTA5,best game ever,True,13303
GTA5,its gta bro,True,1455
GTA5,best game ever,True,1252
GTA5,Only good thing is stripclub,False,7108
GTA5,its so nice to play,True,2907
GTA5,very nice game,True,3503
GTA5,THIS GAME RULES!!!!!!!!!!!!!!!!!!!1!1!!1 SUPER POGGERS!!!!!,True,23992
GTA5,Great game.  Hope the sixth in the series finally comes out.,True,8522
GTA5,good game,True,2965
GTA5,10/10,True,6091
GTA5,its very good,True,220
GTA5,Comment on steam before GTA 6,True,41565
GTA5,the anti cheat is ass,True,13279
GTA5,Nice,True,8633
GTA5,good,True,6431
GTA5,good,True,756
GTA5,good,True,787
GTA5,its just so peak,True,1933
GTA5,good,True,514
GTA5,best game,True,388
GTA5,good,True,28418
GTA5,Rockstar Quality...,True,33677
GTA5,100% recomend,True,5411
GTA5,good,True,621
GTA5,good,True,1014
GTA5,nice,True,46067
GTA5,nice,True,6065
GTA5,this game is ♥♥♥♥♥,True,214
GTA5,good,True,3625
GTA5,very realistic,True,1682
GTA5,Classic.,True,327
GTA5,wating for gta6,True,7614
GTA5,verify code not recive,True,6148
GTA5,good,True,118331
GTA5,good,True,1837
GTA5,i already played this game,True,4495
GTA5,SAME GAME AS GOOD AS BEFORE,True,1644
GTA5,good,True,1856
GTA5,good,True,7269
GTA5,gta is hella fun ngl,True,1031
GTA5,very god,True,4183
GTA5,good,True,33707
GTA5,so good,True,793
GTA5,it is fun,True,1429
GTA5,good,True,3497
GTA5,good,True,495
GTA5,i love it,True,496
GTA5,Good Game,True,4589
GTA5,Bread better than key,True,11865
GTA5,love it,True,12769
GTA5,giood,True,36303
GTA5,very good,True,2920
GTA5,too many tryhards onine,False,46390
GTA5,very free to play if u pay,True,5105
GTA5,I love the strippers,True,1849
GTA5,reallz good,True,3629
GTA5,great oll memories,True,2278
GTA5,its the best,True,3794
GTA5,i love this game,True,1877
GTA5,With mods i love it,True,5721
GTA5,its cool,True,1833
GTA5,good,True,7186
GTA5,cures depression,True,26452
GTA5,good,True,1268
GTA5,soo good,True,4751
GTA5,good,True,3952
GTA5,its good,True,1230
GTA5,good,True,5850
GTA5,literally 10/10,True,2540
GTA5,very good,True,703
GTA5,very fun for fivem,True,1169
GTA5,So goood!,True,1903
GTA5,all time greatest franchise,True,2235
GTA5,good,True,1121
GTA5,ITS great,True,1396
GTA5,good,True,12163
GTA5,fun,True,3169
GTA5,good,True,8827
GTA5,good,True,1647
GTA5,good,True,1691
GTA5,good,True,1463
GTA5,very good,True,5002
GTA5,its ok,True,60576
GTA5,good,True,5815
GTA5,good,True,17559
GTA5,good,True,4424
GTA5,good experice sinse 2022,True,24036
GTA5,good,True,3124
GTA5,GTA VI aint coming out so this is peak,True,569
GTA5,very fun,True,12558
GTA5,good,True,15434
GTA5,endless fun,True,7125
GTA5,fun,True,389
GTA5,good,True,1210
GTA5,its fun,True,1298
GTA5,plssss fast download,True,7073
GTA5,its fun,True,1453
GTA5,good,True,6220
GTA5,very good,True,32329
GTA5,fun with a buddy,True,24535
GTA5,10/10,True,107092
GTA5,love it,True,102434
GTA5,Let's play together.,True,22590
GTA5,gut gam,True,5835
GTA5,fun,True,34320
GTA5,super fun,True,183
GTA5,good,True,4031
GTA5,Feels Nostalgic tbh,True,3384
GTA5,its good,True,1136
GTA5,very good,True,746
GTA5,good,True,3136
GTA5,fun as hell,True,4650
GTA5,All time classic!,True,1080
GTA5,good,True,3524
GTA5,goood,True,3309
GTA5,its fun,True,18623
GTA5,very good,True,583
GTA5,very nice,True,18868
GTA5,its good asf,True,435
GTA5,good,True,2803
GTA5,its amazing,True,7969
GTA5,its good,True,15936
GTA5,good,True,365
GTA5,good,True,2442
GTA5,its good,True,1777
GTA5,fun,True,5976
GTA5,it's fun,True,17868
GTA5,modders but fun,True,43769
GTA5,not supported no more,False,2158
GTA5,i do not think if i need to tell :),True,14688
GTA5,its goated,True,1034
GTA5,GOOD GAME I RECOMMEND,True,1233
GTA5,fun,True,357
GTA5,nice,True,7832
GTA5,its much sex,True,1428
GTA5,just online iz good,True,589
GTA5,nb game ded,True,15181
GTA5,everything,True,974
GTA5,fun,True,1273
GTA5,ts ♥♥♥♥ is fire man,True,1741
GTA5,VERY VERY NICE GAME!!,True,14101
GTA5,unbelieveble,True,12605
GTA5,LoVE THIS GAME SO MUCH,True,2579
GTA5,Classic,True,188
GTA5,Heist -> Got some money -> buy a new car -> broke -> Heist -> repeat,True,7505
GTA5,fun,True,1860
GTA5,MasterPeice,True,60344
GTA5,great,True,2355
GTA5,fun,True,2364
GTA5,i love it,True,2371
GTA5,fun,True,5321
GTA5,fun,True,3300
GTA5,fun,True,559
GTA5,"Do I have to say anything?
MASTERPIECE!!!!!!",True,2660
GTA5,fun,True,889
GTA5,bc you get to ♥♥♥♥ other people,True,529
GTA5,fun,True,2070
GTA5,Fivem tuff i recomend,True,1138
GTA5,idk why but i just cant wait for gta6,False,960
GTA5,goodest gem,True,33052
GTA5,Very GOOD!!!!!!!!!!!!,True,958
GTA5,it's gta v,True,3813
GTA5,great lobby,True,30778
GTA5,fun,True,25666
GTA5,fun,True,4412
GTA5,legacy is much better than enhanced,True,1228
GTA5,ITS GTA WHO WOULDNT WANNA PLAY,True,17342
GTA5,Good Game,True,19042
GTA5,I like shooting.,True,4834
GTA5,fun to fck around,True,508
GTA5,good,True,11709
GTA5,good,True,3025
GTA5,its amazing,True,555
GTA5,best game everrrrrrrrrrrrrrrrrrrrrrrrrr,True,13178
GTA5,gta online has too many bugs,False,14940
GTA5,eh it's pretty good,True,19891
GTA5,fun,True,13577
GTA5,GTA go Burrrrr,True,6682
GTA5,goodgame,True,1999
GTA5,fun,True,4318
GTA5,w game,True,24847
GTA5,nice,True,14760
GTA5,great story,True,11652
GTA5,nice,True,2411
GTA5,its super fun,True,4068
GTA5,free roam is fun,True,669
GTA5,fun,True,4142
GTA5,so old gross,False,3280
GTA5,Muito bom!,True,26094
GTA5,i hate it,False,911
GTA5,"georgie, we're lookin for brisket",True,7710
GTA5,good,True,23989
GTA5,Waiting for 3 years,True,759
GTA5,grand theft aldo,True,943
GTA5,fun,True,6626
GTA5,fun af,True,273
GTA5,i love it,True,738
GTA5,nice,True,741
GTA5,very nice,True,880
GTA5,veri ♥♥♥♥ slay,True,9479
GTA5,it gud,True,733
GTA5,i like sticky bomb my car from bottom and see it fly,True,651
GTA5,i like it,True,2117
GTA5,I like to shoot everyone,True,676
GTA5,u need it for fivem,True,4318
GTA5,Nice,True,2569
GTA5,always wanted to play this i love it,True,1667
GTA5,THE BEST GAME IN THE WORLD,True,5325
GTA5,good,True,8143
GTA5,fd cgood,True,3363
GTA5,goooood,True,2054
GTA5,i like it very much,True,26527
GTA5,fun,True,292
GTA5,fun,True,90064
GTA5,its ight,True,24163
GTA5,10/10,True,116386
GTA5,nice,True,4726
GTA5,fun,True,769
GTA5,is good  7,True,57297
GTA5,tuff game,True,15417
GTA5,fun,True,6289
GTA5,very fun,True,984
GTA5,Good,True,11811
GTA5,very fun,True,275
GTA5,this is very good,True,8381
GTA5,nice,True,2212
GTA5,grate,True,1513
GTA5,A classic.,True,480
GTA5,BEST STEAM GAME EVER,True,10456
GTA5,FiveM is the best!!!!,True,212
GTA5,mod yes good,True,4136
GTA5,nice,True,14157
GTA5,ashtons favorite word BOI,True,2243
GTA5,i like it But can't wait for GTA 6,True,5245
GTA5,Fun,True,12584
GTA5,good job,True,29065
GTA5,gta online is goated💎,True,24209
GTA5,Nice,True,3448
GTA5,i mean its gta,True,1396
GTA5,still waiting for gta vi,True,7029
GTA5,Made me love 2 violent men in their middle-age crisis,True,3767
GTA5,THE GOAT W ROCKSTAR,True,4085
GTA5,nice,True,1826
GTA5,great,True,25530
GTA5,got beach head by a hooker,True,6815
GTA5,fun,True,2553
GTA5,VERY FUN GAME,True,2567
GTA5,so spicy,False,297
GTA5,im tired of waiting for GTA 6,True,12870
GTA5,gud,True,1456
GTA5,Hahaha. Nice. Yippie.,True,7496
GTA5,refreshing,True,3840
GTA5,GO TO THE HIGHHEEL,True,3742
GTA5,having fun,True,5019
GTA5,you can shoot up the opps 🥷,True,314
GTA5,timeless,True,23324
GTA5,online mode sucks,True,24347
GTA5,strip club titty,True,3920
GTA5,nice,True,463
GTA5,nice,True,2751
GTA5,fun,True,12172
GTA5,i like shooting and robing pepel,True,3181
GTA5,great,True,15550
GTA5,so good,True,848
GTA5,nice,True,14782
GTA5,nice,True,17883
GTA5,nice,True,1006
GTA5,I LOVED TO PLAY THIS GAME,True,2917
GTA5,roleplay,True,611
GTA5,not worith it,False,5374
GTA5,مية مية واجد كويز,True,609
GTA5,nice,True,3236
GTA5,nice,True,3430
GTA5,nice,True,4761
GTA5,"This game has a lot of positive reviews so i feel legally obligated to leave a negative one for different reasons:

I am a person who played Vice City, San Andreas and IV (all in original versions), but i still LOVE story mode of V, as amazing as the others but most of my hours are in Online and will be. I also like how many different ways to make money and grow in Online. 

But im here to leave a negative review for 2 reasons here:

[h2] 1. Online Shark Cards [/h2] So, for many of the people that are new or havent checked the Shark Cards for a very long time, the shark cards have not changed since THE GAME'S RELEASE. This means in 2013 you could buy every expensive property in the game, the most expensive being Adder supercar which was $1M, with a GTA$10M shark card (costs 100 dollars irl) but due to crazy inflation in the game now you can barely buy a few things at Warstock and Foreclosures and dont even have enough money left to buy a good vehicle.

[h2] 2. The Beef With The PC [/h2] As everyone is aware, R* generally doesnt like PC and its community, especially still going on with GTA VI launch. First off, THE LAUNCHER IS SOMETHING NO ONE WANTED AND NEEDED AT ALL. Really who would want your playtime being tracked with rockstarlauncher.exe or whatever its name is and launch first instead of the game itself. Second, they removed [b] text chat [/b] with the enhanced edition, showing how little they have actually done with the console to pc port. Even their fricking support page shows that way.

[hr][/hr]

TL;DR, Rockstar is awesome, top tier as a game developer but really isnt even remotely good at handling things like shark cards or PC platform.",False,12474
